EPOCH,EPOCH_START_DATE,EPOCH_END_DATE,NUM_SWAPS,TOTAL_VOLUME_SOL,SOL_TO_JITOSOL_VOLUME,JITOSOL_TO_SOL_VOLUME,NET_SOL_FLOW,TOTAL_VOLUME_USD,AVG_SWAP_SIZE_SOL,AVG_SWAP_SIZE_USD,MAX_SWAP_SOL,P95_SWAP_SOL,AVG_PRICE_RATIO,MIN_PRICE_RATIO,MAX_PRICE_RATIO,PRICE_RATIO_STDDEV,ESTIMATED_FEES_SOL
824,2025-07-27,2025-07-29,44557,174664.52013851106,136436.428816779,38228.091321732,98208.33749504697,30518673.02101926,3.920024241724332,684.9355437084917,12607.7,3.0,0.8202339179291379,0.6923076923076923,1.3333333333333335,0.002856106604245498,436.66130034627764
825,2025-07-29,2025-07-31,46672,167378.79972932197,93680.84373499601,73697.95599432601,19982.88774067001,27756753.206651755,3.586278705204876,594.7196007595936,7103.807279412,2.752220182249999,0.8199776439571608,0.7856946412879844,1.3333333333333335,0.0024244662776204957,418.4469993233049
826,2025-07-31,2025-08-01,62432,291565.9341020041,174558.77703823402,117007.15706377002,57551.619974463996,48402879.62415124,4.670136053658446,775.2895890593163,10673.119309118,3.0,0.8196756497973076,0.7997155944221681,0.8416987921799922,0.0002097896841565597,728.9148352550103
827,2025-08-01,2025-08-03,41763,342904.956407598,215442.42640870498,127462.52999889302,87979.896409812,55631482.52418508,8.210735732768192,1332.0758212816386,53686.0,3.0,0.8191293742426686,0.7906976744186046,1.5,0.005351237998353862,857.262391018995
828,2025-08-03,2025-08-05,47753,180476.691042433,124979.14715274803,55497.54388968499,69481.60326306299,29841704.240922175,3.779379118430947,624.9178950206725,4860.085798936,3.0004494464,0.8187771536187627,0.7,0.8695652173913043,0.0006773288491513211,451.1917276060825
829,2025-08-05,2025-08-07,39395,213448.62698151602,123039.653575093,90408.973406423,32630.680168670002,35861266.18524349,5.4181654266154595,910.2999412423782,4687.362855771,3.036392361099958,0.8186065846850896,0.798017,0.8392857142857143,0.0002078069997145887,533.62156745379
830,2025-08-07,2025-08-09,43633,196568.65716360102,105384.84082313701,91183.816340464,14201.024482672998,35076552.81146797,4.505045657268605,803.8996358597385,9001.443649483,3.9664949320000065,0.818428445771297,0.81,1.5,0.004273097953376745,491.42164290900257
831,2025-08-09,2025-08-11,42572,204517.06549520302,169704.666509878,34812.398985324995,134892.267524553,36920695.06299176,4.804027658912032,867.2530081507037,11000.0,3.0002725971499995,0.8181479877159518,0.6666666666666667,0.8217208089822042,0.0007837915796479833,511.29266373800755
832,2025-08-11,2025-08-13,70816,179814.73285636603,93026.48797146101,86788.244884905,6238.243086556001,33902977.57141964,2.5391822872848797,478.74742390730404,2910.757532572,2.518990589,0.8176624069016257,0.8051948051948051,0.8318047635021805,0.000151780471429585,449.53683214091507
833,2025-08-13,2025-08-15,71802,113902.383478353,52235.13312843999,61667.250349912996,-9432.117221473,22639561.51751824,1.5863399832644356,315.30544438202617,6410.4,2.4331678970499993,0.8177837875915172,0.8,2.0,0.00764358425321836,284.7559586958825
